ball_init_position_x,ball_init_position_y,ball_init_position_z,estimated_init_vel_x,estimated_init_vel_y,estimated_init_vel_z,goal_position_y,goal_position_z,table_hit_point_x,table_hit_point_y,table_hit_point_z,paddle_hitting_vel_joint3,paddle_hitting_vel_joint4,paddle_hitting_vel_joint5
-1.4,-0.2,2.1,6.191849407701007,0.0,-3.0369311650166253,-0.21592973606172505,1.4793891431492776,0.8970073870208053,-0.22780794554818823,1.2257783702247296,0,0,13.726395141393322
-1.4,-0.2,2.1,6.391393878785596,0.0,-3.036840880680778,-0.2102484457704753,1.5819785933297519,0.6761509302956716,-0.17313992727401703,1.2317062256093627,0,0,10.202383747895706
-1.4,-0.2,2.1,6.491161180454981,0.0,-3.036795544825388,-0.20781439324352446,1.6278884898456276,-0.49495254376204406,-0.2009663061512041,1.2281369897933625,0,0,16.651852421694137
-1.4,-0.2,2.1,6.690685904913529,0.0,-3.0367045096627265,-0.20296231694962386,1.708281041694026,-0.16982581665196328,-0.19655840535485825,1.23106547530613,0,0,23.19160589861129
-1.4,-0.2,2.1,6.790443323653772,0.0,-3.0366588192590527,-0.20179672774835977,1.7170218225142584,0.17555583543802747,-0.21509738439628215,1.2296302190471826,0,0,12.674847023156602
-1.4,-0.2,2.1,6.890197444238346,0.0,-3.0366130192340535,-0.2014168107693598,1.708750790518399,-0.3783030774252984,-0.15701199311466385,1.2289375738094632,0,0,16.65604333095869
-1.4,-0.2,2.1,7.189440000236047,0.0,-3.0364750000983065,-0.20027945207991193,1.6837851341847085,-0.5211325450116581,-0.17009375891499232,1.2293295399992532,0,0,17.58236140343502
-1.4,-0.2,2.1,7.289180911860935,0.0,-3.0364287993948835,-0.1999026452017182,1.6754477276761586,-0.13096582268430695,-0.20569801239865126,1.2219021370395113,0,0,14.685848580774095
-1.4,-0.2,2.1,7.388918517624052,0.0,-3.0363825071448503,-0.19952703453461196,1.6671171053555938,-0.6731852940030674,-0.19772767323752188,1.2200607203524485,0,0,17.471096468417414
-1.4,-0.2,2.1,7.48865281624024,0.0,-3.0363361264960886,-0.19915262012952495,1.6588026606564643,-0.0018070020113097468,-0.21257935697953925,1.2320768063647642,0,0,13.565098624536255
-1.4,-0.2,2.1,7.887556915973928,0.0,-3.036149778217947,-0.19766859910893742,1.6258049667562082,-0.8859478670207063,-0.12022245064711681,1.231841459804697,0,0,17.996234775905357
-1.4,-0.2,2.1,7.987274661957358,0.0,-3.036102998234007,-0.19730088338698748,1.617645299111048,-0.04566802332328789,-0.2261757875396262,1.2310880574940504,0,0,13.000577733267626
-1.4,-0.2,2.1,8.286408015552524,0.0,-3.035962234537095,-0.19620634932513836,1.593451236673393,-1.2920855164078795,-0.121617422080477,1.2252703940179095,0,0,18.72829394070594
-1.4,-0.2,2.1,6.790411172283459,0.6490834208800389,-3.036644634830914,0.09015570564082298,1.8307806642722086,-0.06189660241274024,-0.3541471912308046,1.2232519705499978,0,0,18.746022502874858
-1.4,-0.2,2.1,6.616378887206267,0.5225248425287266,-2.9721358429499745,0.04303476637613138,1.6622083022496352,0.9559663883266849,-0.3935395677461035,1.227692930862158,0,0,10.070025398666909
-1.4,-0.2,2.1,6.790420291589836,0.5492251706432971,-3.036648658054375,0.049297003538202544,1.7507928264162596,-0.7707894204821173,-0.08603406160546731,1.2226080468197353,0,0,16.63464529558792
-1.4,-0.2,2.1,6.790415920694244,-0.5991543459436066,-3.0366467297180577,-0.4836649209545758,1.8017641017902837,-0.8279434323387728,-0.486748164536352,1.2203658288769617,0,0,14.868004712216276
