ball_init_position_x,ball_init_position_y,ball_init_position_z,estimated_init_vel_x,estimated_init_vel_y,estimated_init_vel_z,goal_position_y,goal_position_z,distance_ball_robot,table_hit_point_x,table_hit_point_y,table_hit_point_z,paddle_hitting_vel_joint3,paddle_hitting_vel_joint4,paddle_hitting_vel_joint5
-1.7420689604713928,-0.3404966221543937,2.2553617262158845,4.459207813760955,0.0032935904318653897,-0.6568189997871698,-0.3778284570651452,1.1074679525366369,3.445340354929525,,,,24.019114712107793,22.653855745058305,-12.873347136583336
-1.9288546244957216,0.4143132454274374,2.2096924540127496,6.068249756087489,-0.23995135653148036,-1.41490155664858,0.2655073436789575,1.4399147285056015,3.63212601895287,0.9188432434757943,0.19047230918764557,1.2241868333873824,7.651671999810303,18.14152663110011,6.150557601133989
-1.481400087620648,0.27409607665078883,2.358023702406984,4.8951111721634355,-0.1227466223083784,0.6913380190809093,0.2009994821127311,1.5817885224589774,3.1850873341581307,,,,14.666918216387355,19.476006348975805,-19.04662366993345
-1.4002466990694795,-0.26069112092491287,2.0102574461944402,7.303091459212272,0.285705876961484,-0.2272565089729639,-0.12167286375436115,1.256956624113744,3.104333617769307,,,,-19.89717991899903,-20.806967577543418,-10.70200067145954
-1.3670590482372686,0.00020454072934117384,1.791591144552932,4.9757600709341965,-0.10628354503758237,-1.4352696021976818,-0.08274798180927674,1.1931325349220143,3.071145966937096,,,,17.886452980381073,-7.496100800418706,-20.07968611422245
-1.204802046112972,0.3928183170080878,1.7369040394499031,7.487725822883551,-0.0651050304938483,-2.7435860473039497,0.3583703920966684,1.5230543471880216,2.908888964869327,0.5389814055750557,0.5715441741111602,1.2282311390349432,12.55951614741485,-21.24591071689256,5.682797997929413
-1.9844835204958016,-0.2006655375217341,1.7933365522237534,6.72734231326336,-0.3474438780632938,-1.2198919266248431,-0.3964355827198597,1.3243662874098947,3.6887852549469784,1.1082016649003517,-0.3834007863139992,1.2226251180653118,24.283179692049863,-5.464556845081147,10.406212054741562
-1.5239860734460688,-0.20317623344604618,1.7483739622464933,6.824305954346652,-0.0007712587160790818,-1.6127469013295936,-0.2037360245872122,1.3152651134030322,3.227271171839532,0.7666934375587106,-0.06930616039248587,1.2279261341754624,-0.056397453055377154,-8.859171270526572,24.805724412707637
-1.3587979686854026,0.43830749848941497,2.3458819248781064,6.755053809449798,-0.449158236405629,-0.47071221664133134,0.2361326927685785,1.3408328813741066,3.062225521480776,1.1547173436993006,0.2530737377930086,1.2323791920176985,9.355596733937464,5.7362978512855,-22.027838273024482
-1.642158841120008,-0.1755050286670068,2.252204273305982,7.002974241468873,0.18480628031687152,-1.7568128450645304,-0.07826125557300544,1.569125002980987,3.3462961209462265,1.0538096185463757,-0.0887831671289763,1.2320576153570775,-24.385708321102225,8.53535322285351,-20.736633095691072
-1.0449395701276416,-0.22969551061205773,2.101873388536402,6.671936916569585,-0.49183291461476486,-2.5883205051194125,-0.4342617302109184,1.6867514705900066,2.748523658078608,-0.12954796068664814,-0.6735749302454754,1.223064810346165,16.251342134942334,15.420116293248382,23.249774315431118
-1.0708263882093467,0.37369173066114536,2.387675564698773,5.650920119889271,0.14505595860821785,-1.9427181666968707,0.451223090094662,1.7313952675465407,2.7740819709729427,,,,10.81357458799749,2.099640475797715,24.30885010661232
-1.9894493233229373,0.2576078839967366,2.453706947085033,7.067945888809799,0.4166075420325166,-0.44489001277135287,0.48354000249254425,1.4992316346106322,3.6938429594212545,,,,19.98599987426481,-11.610794703828475,-4.258938290463921
-1.5500615566778935,-0.00960242110278664,1.875097326348375,6.027617558384932,-0.08510874307887342,-1.4401784120079952,-0.057624565410615655,1.197696596315928,3.2535578793188025,,,,-20.545967764606342,-5.688362795277071,3.4691674620704602
-1.083451746768719,-0.0437130161214907,1.5183506140440932,6.5308807441789085,0.4980212299604897,-1.4984918984716167,0.16083930152967058,1.2715348041398338,2.786948069409628,,,,11.904648241410685,2.403605685729959,-7.11097296175247
-1.4510618541244868,0.40703043841740116,2.0065357540129845,7.051294177348737,-0.3302911590957036,-0.8153912743003033,0.25680009738834264,1.5046262016612624,3.15455817676081,,,,-16.164182445599142,7.651995900479323,19.123118482383774
